description,year,value
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1993,7.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1994,7.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1995,7.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1996,7.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1997,7.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1998,8.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,1999,6.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2000,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2001,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2002,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2003,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2004,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2005,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2006,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2007,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2008,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2009,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2010,6.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2011,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2012,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2013,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2014,3.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2015,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2016,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2017,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2018,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2019,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2020,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2021,4.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2022,6.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2023,5.0000
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2024,4.9474
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2025,5.4232
CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,2026,4.7221
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1988,1.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1989,2.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1990,2.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1991,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1992,1.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1993,2.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1994,2.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1995,5.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1996,6.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1997,6.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1998,5.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,1999,5.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2000,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2001,5.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2002,5.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2003,5.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2004,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2005,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2006,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2007,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2008,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2009,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2010,3.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2011,3.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2012,7.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2013,6.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2014,6.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2015,6.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2016,7.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2017,6.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2018,6.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2019,6.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2020,5.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2021,4.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2022,3.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2023,3.0000
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2024,2.5487
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2025,2.6356
CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOUSEHOLD SERVICES,2026,2.8508
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2015,0.8000
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2016,1.0000
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2017,0.8000
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2018,0.9500
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2019,0.9500
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2020,0.9600
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2021,0.9000
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2022,1.9800
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2023,3.7800
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2024,2.7062
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2025,2.8385
CPIH WEIGHTS 08.2.0.2 Mobile telephone equipment,2026,3.3227
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2015,7.2000
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2016,7.2000
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2017,7.4000
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2018,7.0300
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2019,6.6500
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2020,5.7600
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2021,6.6600
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2022,6.1200
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2023,5.4000
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2024,5.7073
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2025,5.9280
CPIH WEIGHTS 08.3.0.2 Wireless telephone services,2026,5.5985
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1988,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1989,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1990,3.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1991,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1992,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1993,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1994,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1995,3.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1996,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1997,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1998,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,1999,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2000,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2001,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2002,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2003,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2004,2.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2005,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2006,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2007,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2008,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2009,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2010,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2011,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2012,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2013,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2014,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2015,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2016,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2017,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2018,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2019,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2020,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2021,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2022,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2023,1.0000
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2024,0.8029
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2025,0.8759
CPIH WEIGHTS 08.1 : POSTAL SERVICES,2026,0.8325
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2015,0.2000
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2016,0.2000
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2017,0.2000
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2018,0.1900
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2019,0.1900
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2020,0.1600
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2021,0.1800
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2022,0.1800
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2023,0.3600
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2024,0.1568
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2025,0.1296
CPIH WEIGHTS 08.2.0.1 Fixed telephone equipment,2026,0.0619
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2015,2.0000
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2016,2.0000
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2017,2.0000
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2018,1.9000
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2019,1.9000
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2020,1.4400
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2021,1.6200
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2022,1.4400
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2023,1.2600
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2024,1.4444
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2025,1.5008
CPIH WEIGHTS 08.3.0.1 Wired telephone services,2026,1.3833
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2015,0.6000
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2016,0.6000
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2017,0.6000
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2018,0.5700
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2019,0.5700
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2020,0.4800
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2021,0.5400
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2022,0.5400
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2023,0.5400
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2024,0.5859
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2025,0.6203
CPIH WEIGHTS 08.3.0.3 Internet access provision services,2026,0.6061
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2015,9.2000
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2016,9.0000
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2017,9.0000
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2018,8.3600
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2019,8.7400
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2020,7.2000
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2021,8.1000
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2022,7.7400
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2023,6.6600
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2024,7.2317
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2025,7.6787
CPIH WEIGHTS 08.3.0.4 Bundled telecommunication services,2026,7.2967
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1988,53.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1989,52.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1990,56.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1991,64.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1992,64.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1993,52.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1994,54.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1995,49.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1996,45.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1997,44.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1998,49.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,1999,52.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2000,42.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2001,35.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2002,35.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2003,40.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2004,43.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2005,41.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2006,40.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2007,39.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2008,38.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2009,36.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2010,38.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2011,35.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2012,34.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2013,30.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2014,35.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2015,34.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2016,35.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2017,37.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2018,38.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2019,37.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2020,35.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2021,33.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2022,40.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2023,38.0000
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2024,34.3675
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2025,34.1716
CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES,2026,35.7940
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1988,32.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1989,30.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1990,30.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1991,30.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1992,29.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1993,28.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1994,31.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1995,31.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1996,31.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1997,33.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1998,33.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,1999,33.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2000,30.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2001,29.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2002,22.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2003,21.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2004,21.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2005,21.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2006,28.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2007,28.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2008,30.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2009,27.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2010,33.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2011,34.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2012,37.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2013,32.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2014,29.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2015,28.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2016,25.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2017,26.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2018,25.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2019,24.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2020,25.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2021,21.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2022,25.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2023,25.0000
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2024,24.9111
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2025,22.4260
CPIH WEIGHTS 07.2.2 : FUELS AND LUBRICANTS,2026,21.2337
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1988,7.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1989,6.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1990,9.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1991,10.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1992,9.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1993,8.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1994,8.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1995,7.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1996,6.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1997,6.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1998,9.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,1999,7.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2000,6.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2001,5.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2002,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2003,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2004,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2005,5.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2006,5.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2007,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2008,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2009,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2010,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2011,5.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2012,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2013,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2014,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2015,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2016,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2017,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2018,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2019,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2020,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2021,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2022,3.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2023,4.0000
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2024,3.3482
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2025,3.5150
CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES,2026,3.5928
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1988,11.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1989,11.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1990,12.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1991,12.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1992,11.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1993,10.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1994,12.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1995,11.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1996,16.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1997,16.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1998,15.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,1999,15.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2000,17.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2001,18.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2002,18.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2003,18.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2004,22.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2005,19.0000
CPIH WEIGHTS 07.2.3 : MAINTENANCE AND REPAIRS,2006,19.0000
